business_id|name|address|state_|city|postal_code|latitude|longitude|stars|review_count|is_open|categories|hours|review_id|user_id|customer_stars|useful|funny|cool|text_|date_
ztP4E-dCMEOZRT9XYLDNzw|Maenam|1938 W 4th Avenue|BC|Vancouver|V6J 1M5|49.26787|-123.1488979|4|346|1|Thai, Restaurants|{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}|foxDKAG-wvxQhsuS7ilDkA|RIbR_x1AmAc62wwWe9Px5g|5|0|0|0|UNREAL. Expensive as hell for Thai, but GOD DAMNED DELICIOUS, w/great service as well.Eat here if you're able.|8/15/2020 3:14
YZs1gNSh_sN8JmN_nrpxeA|Terry Black's Barbecue|1003 Barton Springs Rd|TX|Austin|78704|30.25969157|-97.75480136|4.5|3555|1|Sandwiches, Barbeque, Southern, Restaurants, Salad|{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}|Ut1bHbRVSamgQfi_JEPd6g|bfqN_VGAY_c_R3tfQJfU8A|5|0|0|0|Terry Black's meat is always tender, full of flavor and the sauce is just right my alley. The Brisket was literally melt-in-your-mouth! So juicy and flavorful! Also ordered BBQ ribs and spicy sausage. The ribs were super tender and just fell off the bone and the spicy sausage had a nice creamy texture that was full of flavor. Overall terrific experience.|11/4/2020 3:46
fDagm540ieAAh5G9LA27Yg|Halal Bros|1910 W Braker Ln|TX|Austin|78758|30.393005|-97.706731|4|366|1|Middle Eastern, Mediterranean, Restaurants, Halal|{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}|tn-_hZKwXk6BU8kjlvIn8g|bIhi9A35daeEAviOd6ZbjQ|1|0|0|0|Completely screwed up my order for dinner tonight. Ordered 5  items. Delivery guy brought 2. Impossible to reach on phone. Never doing this again.|5/3/2020 1:34
fDagm540ieAAh5G9LA27Yg|Halal Bros|1910 W Braker Ln|TX|Austin|78758|30.393005|-97.706731|4|366|1|Middle Eastern, Mediterranean, Restaurants, Halal|{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}|E5kwq25Pm0Xj50IZFTMoxQ|GsapDEs0hKbsw_wBiUhGHQ|5|0|0|0|My Gyro and Shawarma were excellent! Pick up was quick and food was hot. I'm going back!|12/24/2020 17:41
bZiIIUcpgxh8mpKMDhdqbA|Hopdoddy Burger Bar|1400 S Congress Ave, Ste A190|TX|Austin|78704|30.249649|-97.749907|4|4708|1|American (New), American (Traditional), Restaurants, Burgers|{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}|4jZ5T0EexKYkC3c35JB9Ag|Hw-HKYwB2-OaBCXJV-eTZw|5|0|0|0|"First and foremost I would like to say this is my first time here. The service here was absolutely phenomenal. There was a certain ambience in the air that can only be described by stepping foot into the threshold. As I waited in the line the smells were cascading through my mask. I read the menu and instantly knew I had to indulge in the parmesan truffle fries and a juicy medium well burger. Overall experience was out of this world. When my mouth gripped the burger my mouth, mind, and my stomach were United in a tapestry of blissfulness. Then, and only then, I knew that in the most overwhelming of ways that I have seen the face of the Lord, and thyEl Diablo name is Hopdoddy. Once finished with my meal, in tears of exuberance, I exclaimed ""WOW!"". My fellow friends at the tables surrounding me were stunned, but not shocked, because they knew that they were sharing this godly treat with me. I hereby state, that if you're out looking for an exquisite set of burgers and fries, then this is the place to go and be merry."|11/8/2020 20:22
v1UzkU8lEWdjxq8byWFOKg|Gus's World Famous Fried Chicken|117 San Jacinto Blvd|TX|Austin|78701|30.2634862|-97.7417305|4.5|2490|1|Soul Food, Southern, Comfort Food, Chicken Shop, Restaurants, Chicken Wings|{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-20:0'}|lEDvH1aux7MC8TlGFoB4rQ|Fdq_U94BDTOCPbj5kFYVRA|4|1|0|0|Was working and staying downtown and had a hankering for fried chicken and pickles. The first night it was too late to get a door dash delivery, so the next day I input an order for fried pickles, tomatoes, and chicken. The chicken was spicy! I don't know if we got the wrong chicken or if that was normal but it was delicious. The flavor permeated the chicken meat and not just the coating.The only deduction of the stars was because of piece of chicken was undercooked (thigh). The sides of greens and beans were also tasty.|12/1/2020 1:28
tiMAIk34xGSCbRHWezJlTA|New Hing's Restaurant & Lounge|527 Main St|OR|Oregon City|97045|45.3573634|-122.6097135|3.5|128|1|Seafood, Chinese, Soup, Restaurants|{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}|ktotcfpzD7YcRIxdWnC3Fg|9tWx_-E6alKGJEr9tr8dDw|5|0|0|0|First time trying New Hings, on Christmas day, after recommendations from friends & family. Food was delicious & worth the wait! Took home a menu as we will definitely be back for more!!|12/27/2020 22:35
7YwbfZF4j8yNSAJ0aGfOUA|Sake House|1619 Rinehart Rd|FL|Sanford|32771|28.80272983|-81.33059267|4|23|1|Japanese, Sushi Bars, Restaurants|{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}|1_6DdvDxVVe44a1P9Cy3Aw|UPwOpaoaCh23wYgenX8w2g|5|0|0|0|Soooooooo good. And I love their lunch special. The owner is actually really nice and cool. When they first opened, the use to put surprise entrees with your main order for free. Definitely made my day multiple times and was very much appreciated.|9/4/2020 0:12
Yw1vQd5U5GB6ZPqn2buhBg|Pintxo Pincho Tapas Bar|385 Main St|MA|Woburn|1801|42.47992213|-71.15163664|4.5|459|1|Tapas Bars, Restaurants, Spanish, Tapas/Small Plates|{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30'}|uFTDdPISdW78NuZCnDqEng|YMOCOlONOae4zaiKImTnTQ|2|1|0|0|The tapas were mostly fried but pretty good! I was there in September with my fiancé, and we were surprised to see some questionable practices with utensils. This restaurant sets tables with utensils already in place. However on the day we were there, a party of 4 were seated, laughing and obviously not wearing mask etc and then decided not to order anything. After they left, the restaurants immediately sat another couple  there who ate using those utensils. I understand that they weren't used for eating, but still grossed me out that they didn't change them given the current pandemic.|11/15/2020 4:06
ooNOrdHdhmhS7guiIpDDuA|Another Broken Egg Cafe|6324 S Semoran Blvd, Ste 1001|FL|Orlando|32822|28.4720491|-81.3107177|4.5|8|1|American (Traditional), Restaurants, Breakfast & Brunch, Cafes|{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}|pWDQ9HA3d7aOxkqsayed3A|1cQ8BkQNKbxNPhdnSf_v4Q|5|1|0|0|Oh my a restaurant that has people who care about the customer AND had great food.  The menu is unique and offers one a different approach to the traditional fare.  Ordered the Salmon Scramble and found it a pleasant break from Grits and Eggs. Check out the brunch and if inclined a libation. Do give this great restaurant a try please.|1/12/2021 15:46
FYozTZ8F2_XMZxTh2h-ziA|Plow Burger|1505 Town Creek Dr|TX|Austin|78741|30.2416861|-97.7268397|4.5|97|1|Food Trucks, Gluten-Free, Food, Restaurants, Burgers, Vegan|{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}|KnIu9McH3icSEqaqPjK5rQ|BtdYjV5IEM7gRHgjdbcfww|4|0|0|0|We ordered the buffalo fries, the chicken nuggets,  buffalo chicken wings and the plow burger. It was all really good. The nuggets were perfectly crispy on the outside and soft on the inside. The wings were also very very good! The buffalo fries were not as crispy as I'd like them to be. The burger was good too. I'd come back for the nuggets for sure! Their buffalo sauce and ranch sauce were incredible!!|1/27/2021 4:31
8HHlsZ1x55EBhi7jrdBgYg|Yak & Yeti Restaurant|Disney's Animal Kingdom Theme Park 775 Werikhe Way|FL|Lake Buena Vista|32830|28.358816|-81.589491|4|970|1|Chinese, American (Traditional), Restaurants, Asian Fusion|{'Monday': '10:30-16:30', 'Tuesday': '10:30-16:30', 'Wednesday': '10:30-16:30', 'Thursday': '10:30-16:30', 'Friday': '10:30-18:30', 'Saturday': '10:30-18:30', 'Sunday': '10:30-18:30'}|sctkNc_-RSfkuZztyG5D3w|QQDdm7Hugx0nBAS1cgFVBA|5|0|0|0|There food is amazing TheRe service  is nice it's the best restaurant in Disney world|1/19/2020 16:13
UtoojzfYLZkqH9iGxi1lyQ|Romano's Macaroni Grill|12148 S Apopka Vineland Rd|FL|Orlando|32836|28.3884514|-81.506964|3.5|125|1|Italian, Restaurants|{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}|jVsX4FIldnNTLHQd0p6M1w|4vhVUNtzizunnqIHGoTDlw|2|0|0|0|Went in with 8 people at 615pm for dinner, service was slow and terrible in spite of restaurant being empty. It took 3 hours from sit down till check, meals did not all come out together. Food was good but service was horrible. We cancelled dessert we ordered after waiting 20 min. Ridiculous! Go elsewhere|1/20/2020 2:54
3ZVgig7uux9jVtEZna5NgA|Kyma|3085 Piedmont Rd NE|GA|Atlanta|30305|33.8398553|-84.3690321|4|508|1|Vegan, Restaurants, Seafood, Mediterranean, Greek|{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-21:0'}|g6I_ac0Tm9VPeYxDufQXDA|Dj47ejum4_9UlqRkMLhEMQ|2|0|0|0|"I was not impressed at all with our experience last evening. My father and I ordered the option of 1 whole fish, the spread sample platter, and three  small plate options at 49 dollars per person. Due to a wine glass and a couple of upcharges (like 5 dollars for more pita bread even though the amount we were given was insufficient for the surprisingly small portion of each spread), our tab came to 170 or so including tip for two people. The reason for 2 stars and not one is that nothing really went objectively wrong, it's that not a single thing we ordered, maybe beyond the flash fried lobster morsels with aioli (which let's be honest is hard to mess up) was very good. From my one dinner sample size, there are multiple restaurants in Atlanta with definitively better whole fish dishes and that seemingly is what Kyma prides itself on the most. Fish was a little too salty and just bland beyond that, the spreads and other two small plates were forgettable and each had us hoping the next thing that came out would be better. I usually enjoy Greek food but this just didn't really cut it. I maybe would have left a review for next visit if it was maybe half the price we paid, but the big tab kind of has me bitter, and incentivized to write one. I'm usually not one to leave a bad review unless I feel wronged by the restaurant, and maybe I feel a little wronged here in that we paid 170 dollars for something I'd rather just not pay any money for. Our server, I forget his name, was nice and attentive, service was not at all the issue and honestly may be the only ""plus"" thing I can say about the restaurant from our dinner. Kyma, if you are going charge pricing like you're one of the best upscale restaurants in the city, make sure you at least come somewhat close to that in terms of the food. I regularly dine out and pay these prices because I love nice food, and rarely do I leave these type of reviews, but ""just meh"" is the same as ""really bad"" when it comes to 80+ dollars a person for one meal."|1/31/2020 17:16
p2BkIrOuIsxGqtV0lwOZUw|Yalla|99 Krog St NE|GA|Atlanta|30307|33.75686964|-84.36396343|4|291|1|Lebanese, Restaurants, Greek, Mediterranean, Middle Eastern, Falafel, Egyptian|{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}|cIeH1thFn84qMO9EbOkRmg|wX06xf1BgkR29b7d8ApLow|1|0|0|0|I tried this out because of the good reviews, and I saw how they included Arabic language definitions on the menu, so I thought it would be a good place to have some authentic flavors from the Middle East. Unfortunately, when I tried it, I was severely disappointed--less with the fact that it lacked authenticity and more because their food just tasted terrible|2/15/2020 22:48
z2A6Tf_3Z-sclKBSViYbsw|Friendship BBQ|42 Beach St|MA|Boston|2111|42.3516372|-71.0609659|3.5|33|1|Restaurants, Barbeque, Hot Pot, Szechuan, Chinese|{'Monday': '12:0-23:0', 'Tuesday': '12:0-23:0', 'Wednesday': '12:0-23:0', 'Thursday': '12:0-23:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-23:0'}|UXjXVRt668Nc5RZw3wvo0A|edOnCz1Ie59iLiisRoXesw|5|1|0|0|I ordered take out for our party last week. Seafood pot. Clam. Lamb bbq. Beef bbq. Chicken bbq. Chicken wing. Fried instant noodles.  Sausage. Egglant.  Yummy! Definitely will order again.|7/12/2020 17:10
PLuitJs0KkdjVE8wVlTZ_A|Champions|110 Huntington Avenue|MA|Boston|2116|42.3470204|-71.079222|3|263|1|Restaurants, Nightlife, Bars, Sports Bars, American (Traditional)|{'Monday': '6:30-0:30', 'Tuesday': '6:30-0:30', 'Wednesday': '6:30-0:30', 'Thursday': '6:30-0:30', 'Friday': '6:30-1:30', 'Saturday': '6:30-1:30', 'Sunday': '6:30-0:30'}|slnv9PO9zsBsE2Yn5jt0zQ|UlBdKlNKyXw9x4nPSOGQgg|5|2|1|1|I've always walked by Champions while I'm in the mall and had always wondered about the food they had. They reached out to myself and my foodie partner and I finally got to go and see! Shoutout to Jessie and also our server who spent so much time checking in on us to make sure we were comfortable and tried all the food that came in!We had a reservation around 2:00pm on a weekday. The elevators on the first floor of the Marriott was fun, you click on the floor you want to go to and an elevator with that floor number will appear :) Once you get off the elevator, Champions is right around the corner on the second floor! Right behind the host, you can see a long semi round bar with a long line of tvs for catching up on sports! My foodie partner and I were seated in a semi private area, super comfortable area for taking pictures and trying everyting, definitely felt like VIPs.They gave us the menu of selected items for us to try while we are there. The appetizers and drinks came out first. The nachos come in a huge platter, super worth, my favorite thing about this dish was the salsa, which was very well flavored! The shrimp were picture perfect! Next came 4 drinks, the 2 of us sampled all of them and in the end, Ip-Loma and Hit the Road Jack were our favorite ones :) glad we got to try all of them!The entrees came next. The buffalo chicken salad was massive!!! Also came with bacon ;) the fish and chips were delicious, looks like London fish and chips! The chipotle chicken was super tall and the amount of guac in it was UNREAL! The key lime pie was beautifully plated. It had the perfect balance of sweet and sour, neither overwhelming the other :) Overall, we had a really great experience! We appreiciate the invite and would definitely bring our friends over!|2/5/2020 18:14
Sgm85LgzOGfcImy5jc9ijQ|Summer Shack-  Cambridge|149 Alewife Brook Pkwy|MA|Cambridge|2140|42.39365919|-71.14107949|3|530|1|Cocktail Bars, Seafood, American (New), American (Traditional), Breakfast & Brunch, Restaurants, Sports Bars, Bars, Burgers, Nightlife|{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-21:0'}|9NbhljqJaBfWvnDleK9K4A|msRYI5ViLM1h0_tTErJm4A|5|0|0|2|Looking for some carry out seafood. This was exactly what we wanted. Fried shrimp dinner was cooked prefect. Fried calm bellies delicious. Crab cakes were perfect lots of crab meat. Crab cakes came with sweet potato fries. Try clam chowder lots of clams good favor.  We will return easy parking.|1/1/2020 18:05
g-6qv5f2Y4mVrsDD3JRkuQ|BJ's Restaurant & Brewhouse|10515 N Mopac Expy|TX|Austin|78759|30.39221656|-97.73247107|3|477|1|Food, Pizza, Restaurants, American (New), Breweries|{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}|hVonUKX5pY3LwooK3cnDPg|jm7nP-6WAHd5_rvJx6UJtA|5|2|0|1|I've been coming to this BJ's for years now and have always had good experiences. However, recently, my husband and I ordered a large BBQ Chicken Pizza and by the time we got home and opened it, it was all bad. The pizza was all crust with almost no toppings and what was there was concentrated in the center. Needless to say, I reached out immediately to their GM Joe White via email. In a matter of minutes, Joe called, left a voicemail and emailed me all to apologize and offer the opportunity to remake our pizza at no additional cost. I took him up on that generous offer and called the following weekend. Joe was not available to speak at the time but another manager Tiffany told me she knew the situation and would absolutely help out with what Joe had told me he would do. I picked up the new pizza (which was delivered by Tiffany, gloved hand and all which is much appreciated in COVID times) and Joe even called to follow up with me to make sure all went well. The new pizza was completely up to the standards we've always come to appreciate at BJs. Mistakes happen and things don't always go right the first time. I believe it isn't how you fall, it's how you get back up, that matters most. Joe went above and beyond to correct a mistake that wasn't his and I definitely appreciated the overall experience I had with this location.|4/10/2020 13:52
CAfckfjLcWHOaDRcQNInZQ|Himalayan Kitchen|40 Bow St|MA|Somerville|2143|42.3815257|-71.0978956|4.5|205|1|Restaurants, Pizza, Halal, American (New), Himalayan/Nepalese, Indian, Pan Asian, Asian Fusion|{'Monday': '0:0-0:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '12:0-22:0'}|_4tdUT7CumaSkL6y4cmRRw|w6vkC_hiBL_pp4i0h1yZSg|5|0|0|0|Have ordered from here twice and will continue to do so. Food is delicious, well packed to stay warm and reasonably priced unlike several other local Indian restaurants. Chicken tikka, garlic naan, dal tadka and their samosas are all great and come in good portions.|4/28/2020 19:30
p2BkIrOuIsxGqtV0lwOZUw|Yalla|99 Krog St NE|GA|Atlanta|30307|33.75686964|-84.36396343|4|291|1|Lebanese, Restaurants, Greek, Mediterranean, Middle Eastern, Falafel, Egyptian|{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}|vopiwQkC9ykQhMZkWDMckw|W2d4TjeBRN7xnJUKRBjPuA|5|2|1|2|Oh the FLAVOR! It has been a hot minute since I enjoyed some Mediterranean or Middle Eastern food and Yalla reminded me that I need to keep it in my meal rotations. I had the Minute Steak Laffa and ate the entire thing! This is impressive for me because you get A LOT of what you pay for. While I know I should rotate through the other restaurants at Krog street...I think Yalla may become my go to spot when we make a trip to the market.|2/16/2020 23:49
rXxC_ZH58EItO3m5PASzEA|Render Coffee|563 Columbus Ave|MA|Boston|2118|42.3411422|-71.0815368|4.5|496|1|Food, Restaurants, Coffee & Tea, Cafes|{'Monday': '0:0-0:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}|0wJaK2FU64hYacvTUmpoNw|pC-nVTMX6h3tbznmlqnGDw|3|0|0|0|Update:I've been a regular for about 6 years now and as another reviewer pointed out, some recent changes haven't been very positive. Most of the new staff at this location are grumpy on a good day, and straight-up rude on a bad day. One in particular has turned me away twice when I've come in for coffee 15-20 minutes before closing. Needless to say I wasn't happy about that, but said absolutely nothing to them on either occasion. That hasn't stopped them from going out of their way to make sub-par drinks for me as a result. You can see how the drink in my photo compares to everyone else's. It's about 50% bitter foam. I'm not happy paying $5 for that.|6/9/2020 17:29
V7EfFkNWGjSCZyyMP1yzVA|Starbucks|1269 Centre St|MA|Newton Centre|2459|42.3302449|-71.194979|3.5|40|1|Food, Coffee & Tea, Restaurants|{'Monday': '0:0-0:0', 'Tuesday': '5:30-20:30', 'Wednesday': '5:30-20:30', 'Thursday': '5:30-20:30', 'Friday': '5:30-20:30', 'Saturday': '6:0-20:0', 'Sunday': '6:0-20:0'}|S_W6oy2fecaA0IHFYCwULw|zdqaSFKc3jsB2vLzfHa1gA|5|0|0|0|I don't even drink coffee, but this Starbucks is just fantastic! I usually have their chocolate chip cookies and sometimes a frappuccino and they have always been great and at reasonable prices. Staff are kind and on top of everything. What I really like about this startbucks though (and appreciate about all starbucks establishments for that matter) is that it is a very nice place to have a snack and a drink while doing your work on your laptop. This starbucks is my usual spot for work outside of the house and I have gotten some of my best work done there because it is just such a nice atmosphere!|6/10/2020 2:03
ymJwVeulnh34SSYPXuIMzA|The COOP: A Southern Affair|610 W Morse Blvd|FL|Winter Park|32789|28.597366|-81.357219|3.5|796|1|Soul Food, Comfort Food, Breakfast & Brunch, Restaurants, Gluten-Free, Southern|{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-16:0'}|PTSfB6qVStfotJ5OWeUJRQ|ZUTaFN6U7zh6CH_Ytosjww|5|1|1|1|Loved the take out experience! One busy afternoon, we craved some southern flare. The ordering on the phone was easy, order prepared in minutes. The ease and positive energy was a definite plus, the taste and freshness of the food makes me want to come back. The side dishes were delicious. The greens, okra, mac and cheese are a hit. My shrimp and grits had a touch of smokey bacon flavor. I honestly couldn't stop eating till everything was gone. My husband is a chicken snob and he felt that the white meat was a bit dry and batter too crunchy, but the slaw was spot on! I am ordering the same items again, as nobody else knows how to roll it all out with ease and love like the Coop. We'll be back soon!|7/13/2020 17:46
rXxC_ZH58EItO3m5PASzEA|Render Coffee|563 Columbus Ave|MA|Boston|2118|42.3411422|-71.0815368|4.5|496|1|Food, Restaurants, Coffee & Tea, Cafes|{'Monday': '0:0-0:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}|SI_yPwR_CeUdWxmOjxts2Q|W9CNQbfw2d6JMReGRp5U8g|3|0|0|0|Render is my go- to to-go spot in the neighborhood & has been over the past 8 years. The breakfast sandwich remains unbeatable. I wish, however, I could say the same of service...I don't know what happened *gestures broadly at COVID* but the newer baristas are constantly complaining in front of guests & it's wildly offputting. Hospitality is only special when your staffs thinks so. :/|8/6/2020 12:56
w3HSOOqJednBOYbO3fajvQ|Les Faux Bourgeois|663 E 15th Avenue|BC|Vancouver|V5T 2R6|49.25728135|-123.0897673|4|413|1|Restaurants, French, Cafes|{'Monday': '17:30-0:0', 'Tuesday': '17:30-0:0', 'Wednesday': '17:30-0:0', 'Thursday': '17:30-0:0', 'Friday': '17:30-0:0', 'Saturday': '17:30-0:0', 'Sunday': '17:0-22:0'}|k24GpqrwdBbcnU7PY0qi-Q|WzKR_xvLUuYncfbue_6M7g|5|0|0|0|Had the pleasure of having dinner this past Thursday at Les Faux Bourgeois! The entire team was amazing and the food was fantastic! It is too bad there is not more time and space to eat here more. Only good things to say about our experience and would recommend them to everyone. Keep up the good work team!!|8/9/2020 5:39
sXgzgNe7YJO1A_86EKUyCw|ZZA Pizza + Salad|15511 Highway 71 W, Ste 150|TX|Bee Cave|78738|30.3167031|-97.985725|4.5|63|1|Gluten-Free, Pizza, Restaurants, Salad|{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}|5NES-O1DVd2b1MuxS-D73w|naNLfDDudtkXXB1N9DITGw|5|0|0|0|Really neat place! I've only ever gotten pick up and I love that they bring it out right to your car window when you call on arrival. I wish they had a shrimp topping option but other than that it was a real clean eats type of place with quality ingredients. The vegan bbq beef was something knew I tried and WOW what a pleasant delight. I'm not even vegan but I just wanted to try something new and now it's one of my favorite toppings to add. This is our new go to place after the kids have their swimming class across the traffic light! :)|9/28/2020 0:36
4droZrSKvd4UmQvCayFj8A|JaCiva's Bakery|4733 SE Hawthorne Blvd|OR|Portland|97215|45.512317|-122.613401|4|204|1|Candy Stores, Desserts, Specialty Food, Food, Bakeries, Chocolatiers & Shops, Coffee & Tea, Restaurants|{'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0', 'Saturday': '9:0-16:0'}|fIpCMCxzFEZiyO4inzK4aw|#NAME?|5|0|0|0|This cake shop was so good! The manager has lots of patients for helping me choose the cake.|1/31/2020 22:57
Dt4AlYWhgCa2PcFOp3TG1Q|New Orleans Daquiri|5415 Old National Hwy|GA|Atlanta|30349|33.60749053|-84.47176064|3|93|1|Restaurants, Nightlife, Seafood, Bars|{'Monday': '12:0-0:0', 'Tuesday': '12:0-0:0', 'Wednesday': '12:0-0:0', 'Thursday': '12:0-0:0', 'Friday': '12:0-3:0', 'Saturday': '12:0-3:0', 'Sunday': '12:0-0:0'}|SzukunNOwqMx3ku82Gd77A|mK0sQDpljxatAcfVqONn1g|5|0|0|0|After a miserable dinner at a nearby restaurant, we stopped here for drinks. I've been here many, many times so I knew the night would be salvaged. The staff is always friendly, the service is prompt and the daiquiris are delish. I always get a pitcher of every flavor mixed in because I can never decide which one I want. We didn't get food on this visit but I've had many things from the menu in previous visits. The fried seafood platter, fried crab claws and the collard greens are among my favorites. As a bonus, the daiquiri's can be ordered to go!!!|10/10/2020 17:21
BV_WDHq9SLi6enVuH3kgbQ|Monica's Trattoria|67 Prince St|MA|Boston|2113|42.3651733|-71.055268|3.5|512|1|Pizza, Italian, Dance Clubs, Nightlife, Restaurants|{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-22:0'}|Ii8uL89koUcFOMgpR-61IA|jVY80L2IxYq9xPWaQ1evuw|5|0|0|0|Food was amazing. Rosemary bread was very unique with Parmesan olive oil on the side. Lovely selection of a dry Chianti Classico by Norma, our server.|10/21/2020 1:54
wb2ExQ34TjA5_ckeYqHr5Q|Steak ’n Shake|4325 W Lake Mary Blvd|FL|Lake Mary|32746|28.755683|-81.35110572|2.5|55|1|American (Traditional), Restaurants, Diners, Burgers, American (New), Breakfast & Brunch, Fast Food|{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-0:0'}|A7wnvOIF8GmXGuLG9TRHlA|8w0H-kSiXrVPY0oR14QvTg|3|0|0|0|Last night I went to get a triple burger which was delicious and a hotdog, the hotdog looks disgusting they look like they got stepped on I cannot eat it ended up throwing it away not even my dog wanted to eat,  it so I advise people not to eat hotdogs to go at this restaurant!!|11/25/2020 14:15
